823965,1166664
571806,4083643
497305,10044878
464632,506845
422186,573372
394768,445290
386739,418163
338056,679038
347191,467973
330006,413180
306325,425733
285420,1057964
270533,431532
260357,395851
239577,411944
221498,431648
197208,416596
203689,1352055
262131,439819
207315,497157
182756,457807
164525,423432
143173,416483
130597,464805
121015,442537
108935,463801
107834,491319
102097,443000
91823,449883
89275,465885
100052,459756
86287,487206
84740,473752
94041,467451
82789,476967
215626,375335
190013,401331
173979,386984
162302,422432
150681,406281
142507,421308
134440,455368
126104,434313
124484,450924
112286,464277
108454,456301
102666,464467
98413,493485
94876,479983
92025,519836
90798,489826
87789,491280
85026,483584
79229,497496
79184,503923
76800,510925
72737,509435
176225,382891
169577,383928
158330,396907
151520,409835
146310,412366
140087,413167
133994,429455
130743,428801
120485,428662
115448,450435
112558,445450
109481,459276
104533,464193
102972,474548
100244,476093
95794,476952
94122,488740
90942,497098
89345,485472
86495,502513
83800,495604
177124,378103
173150,387574
164852,386040
159975,385585
156924,391619
151707,396470
145116,399622
141625,408152
138255,409869
135836,416384
132531,419238
128836,422352
124343,429590
123010,434095
119900,434429
117877,437220
115399,444397
111608,443809
108792,450087
104309,452943
102863,457902
180812,369741
172580,373090
168501,375463
167786,381674
161561,382196
161145,386988
158021,388456
154444,389145
152227,390119
150495,394334
147203,401025
146436,398267
145139,399235
141981,399613
140674,408377
137558,407139
136798,413922
134204,410150
131393,409033
130011,417311
129155,423466
128479,422497
171133,378983
169395,375195
167063,376005
167788,378314
167309,383846
163481,377396
163664,380136
162342,385539
160867,381094
157567,381340
159107,389456
156370,383054
154190,389842
152040,390908
150913,394636
148400,395212
148295,394458
149484,391300
147463,396115
145642,396579
144321,395198
172212,373621
169201,375639
166893,369731
169905,370844
167287,370280
168509,376429
166267,379642
164425,377171
165681,377609
163562,376703
165604,379795
163068,375478
162119,377958
161483,380065
160978,386066
159546,385803
158700,384739
159072,382273
157052,385799
157476,385058
155802,387400
158119,385585
155846,388252
155009,384996
153548,386254
153016,384189
151862,388716
152848,386350
151506,388480
150633,397061
150814,397060
150434,392434
149769,390870
148200,389762
149096,393493
146673,390717
147755,392726
147087,398365
