950002,1022397
1038887,1065631
1057692,1059772
1057799,1066069
1059719,1049319
1057113,1085178
1059741,1057001
1058541,1047378
1058157,1082322
1057682,1050768
1057188,1084579
1058967,1102847
1057916,1078922
1059295,1050952
1059693,1048850
1058399,1057206
1057294,1072172
1059317,1050270
1057115,1051066
1058666,1055457
1057764,1058025
1057629,1095355
735671,660287
578517,583068
530397,515117
474836,568722
440753,440706
402408,456658
382018,386141
361455,367943
345878,373979
334977,368224
323190,390357
313944,335576
304840,342642
291681,309050
286250,342581
283321,343016
275367,309098
268595,496216
262940,311304
259312,288274
245676,302361
245308,272486
238048,286281
231544,297015
230764,310036
224216,293785
218021,286653
214442,280685
207632,276227
205176,262145
200294,274873
196438,257192
193086,258696
186199,294842
186666,252763
183339,299061
177424,278115
170122,256821
164373,279127
160623,284071
148788,261680
152914,286679
143994,250473
136267,260983
134995,258591
130179,267931
138530,259154
123326,257751
112796,264470
106156,294426
104546,290937
97775,298549
95699,283300
89359,275373
93353,276301
83858,293421
85068,280544
91329,277984
72726,302951
68583,326540
64488,312322
60635,332549
61377,329195
58933,315846
116499,253312
113423,259833
106091,254778
105018,269744
97618,272616
91726,274562
89234,278907
88755,289008
86630,289255
80495,290605
77142,307003
75709,301135
72308,329492
73049,317818
71800,309259
70339,304853
76568,306167
65661,310090
68361,322179
62679,333828
60154,321842
113304,258805
105400,256596
103860,267529
98313,261229
96798,268947
91900,274198
89523,281599
87518,288439
84716,291674
82508,298264
80576,318729
79219,303404
77128,309389
74720,306272
72970,311730
78570,308449
71593,316755
68607,320876
74354,309744
72485,305215
66587,317013
112464,242360
106045,250341
103330,258865
101087,250939
100355,257020
97644,259976
95667,264865
92921,268386
91310,275684
90692,271825
88315,279697
87313,283825
86768,280556
84296,290295
82570,289366
82256,295633
80522,300943
79546,302607
77755,306564
76562,301576
75782,312973
74390,318553
105294,251510
103246,254889
101921,256209
100615,255063
99297,257125
97827,260796
97272,264067
96041,267460
95136,270105
95915,262965
94003,267071
94744,270081
91841,270946
90622,273996
90090,270373
89427,280580
88140,276515
87485,279722
88136,281762
87281,270354
85266,284840
105200,244007
103931,249318
102886,255085
102404,250240
101295,250544
100757,254676
99884,261667
98979,262570
98446,258812
