192125,4379275
150111,189150
131731,188927
117999,143122
112419,169943
105608,129677
102201,572301
93029,88089
91640,1043206
91781,683080
94226,91782
84207,73938
83601,114541
76456,72431
77233,76749
72867,151001
68578,75463
67545,167199
65458,73360
63933,85444
60992,74287
63537,107257
59460,582398
56571,68153
54032,61211
53485,57566
51060,61869
50607,383108
50310,60252
50592,54813
47224,61514
45586,62100
51267,75456
50672,67376
43856,61906
41841,53122
41467,59404
41589,56781
39813,78266
46740,105692
45340,60551
39541,73620
37994,52593
36513,59929
36013,63056
34550,58401
33732,60347
33599,59674
34034,70862
33066,61870
31672,61242
30707,63323
30471,64607
30647,59740
29818,60229
30144,65121
29406,68495
28336,66461
28061,65127
27552,63836
27674,64788
27536,64671
26733,67625
26707,65712
35454,58387
33748,55748
32812,56875
32690,60567
32862,59385
31329,58165
31283,63236
30345,60024
30284,64839
30123,68052
29585,59254
28944,60372
28842,64790
28587,61922
28407,59640
28106,62944
27795,63356
27307,61891
27015,62555
26908,61883
26576,63713
34940,56376
33442,55561
32760,54801
32647,57951
31974,57417
31483,56908
31292,59110
31080,58741
30989,58393
30577,57483
30217,57211
30201,58021
29661,59909
29338,61367
29144,57843
28943,59872
28706,62013
28645,61617
28303,61731
28210,60660
27866,63181
34724,53878
33585,54466
33052,55832
32604,58010
32594,57187
32111,56442
31987,56443
31786,55670
31583,56377
31497,58027
31464,57384
31222,57883
30828,59204
30626,58250
30618,59371
30334,59380
30505,60034
30040,58367
29998,59148
29747,58712
29500,60273
35111,53579
33985,54035
33546,56191
33141,54409
33098,56282
32714,56560
32672,55568
32149,56200
32460,56115
31942,56057
32153,56671
32070,57121
31795,56572
31598,56077
31674,56187
31644,56889
31298,56440
31359,57190
31146,57110
31034,57417
31168,56764
35518,53055
34284,53421
33955,54757
33766,54507
33432,54349
33346,54104
33083,54396
33060,54737
32867,56097
32684,54503
32699,55397
32595,56226
32613,55069
32271,54879
32469,55933
32075,55425
32107,55273
32117,55646
31843,57275
32131,56653
31896,56699
36247,51868
34648,53557
34347,52784
34254,53690
33945,53482
34002,53214
33989,55014
33604,55126
33603,53613
33294,54856
33330,54219
