1138768,1078695
1007018,1136687
1027536,1053730
1060722,1049417
1059736,1068760
1058905,1059862
1060247,1053331
1058564,1055748
1061094,1050092
1058644,1048424
1049490,1038822
1021189,1026350
1015096,997504
849858,785621
829000,698868
773373,2580258
815856,860158
823210,773391
666591,742285
650052,654210
633841,782647
614501,633704
685595,798396
681461,707084
769960,812233
814437,660272
704032,653698
735799,914210
716851,694375
645013,863982
656469,635392
686290,693655
623320,803427
614115,686439
585897,735613
615876,686914
682868,635616
645320,710539
673333,648620
817539,933011
924884,1073212
1070554,1117825
1057357,1086316
541797,505617
528686,610979
526216,504241
534394,578873
515567,514124
530425,566688
505071,505739
505244,489413
503338,498576
483056,466692
511667,471130
491274,501866
487278,506960
469272,468649
476720,580019
464402,466882
448900,647844
450374,502533
436393,489354
423949,542203
421188,459598
539497,559194
543540,545566
505425,523793
493571,472231
470320,746537
460100,552515
476828,494885
463975,460730
450535,494039
459882,501302
447311,503144
437848,422814
422057,498251
435514,427824
429788,524828
447612,443651
434015,519170
411970,454515
413956,447984
396539,505896
383347,406471
377877,419498
372240,482807
361699,420091
362764,469078
360685,533690
372423,402197
359755,379103
355102,403430
351491,400814
343008,387404
336417,467726
332254,421386
370364,588224
345701,383143
330332,389744
334170,409194
319488,409363
314047,380570
310241,399834
298708,433727
294099,380149
287326,415870
300847,343097
286726,379275
308638,367684
300523,359920
321197,361952
299069,466643
289021,348809
277751,415904
291156,430068
279964,360861
268534,355817
297703,359811
274120,417278
258256,378938
268291,417602
278496,369399
254522,413337
269240,376798
249352,373299
245222,366450
237097,354532
232266,361411
267471,350371
263393,359227
257473,341755
255722,341826
253001,357999
250961,355393
247610,349443
255374,360819
249710,346837
238786,362054
238867,385555
305142,355125
261910,337592
243754,368092
241219,360103
234743,356594
227912,409845
228322,345086
224859,378709
231784,379290
221509,358431
215133,356195
278814,420805
300730,371791
262986,414548
239908,354332
227448,375409
220692,354396
215133,380934
211252,366990
209386,368916
205686,390938
202944,376078
194850,384794
238312,340013
229496,411131
233198,346560
222395,341010
219735,354450
238039,339956
230049,349307
218720,354982
217555,353392
214200,356620
208805,355619
207899,364045
206272,357313
201771,360757
203402,346967
200808,357640
196682,371232
