829403,1056383
718408,607731
616229,646117
566946,639792
538329,739286
511992,494029
486419,747003
439023,491708
446989,482370
448251,448290
421739,520614
391409,454158
379826,450832
375228,597789
362436,357122
347993,378906
327241,349657
321761,367293
314484,352782
313997,358239
321564,322354
312661,338694
298649,314405
286660,355190
283484,363836
282712,300029
271391,301762
261598,313399
255192,333243
253303,302002
244610,333211
242495,287275
233562,290648
229988,859243
224904,305639
227006,368739
217245,329338
205261,301884
204729,283542
187706,306207
182517,276516
179474,269867
176346,282876
187884,290745
170469,284724
154471,298852
148819,274851
142700,280950
135734,305162
132328,278966
135715,278374
122522,279117
120066,297065
112791,309718
117489,292668
106953,282657
102311,286500
98348,291188
94956,293135
96875,282398
106451,269416
91205,288318
84518,283499
80891,296448
77127,307067
80934,311791
76238,298954
73773,286328
70774,300827
77478,311801
85501,290267
70585,298137
67354,313176
64957,316453
63444,319312
62070,326617
60623,327180
59770,333851
58829,326691
58144,329304
56936,339292
56319,339420
84359,287582
78360,284039
75366,294961
77227,293409
74035,299805
71430,305935
71963,313696
69171,312133
67504,317745
66475,323693
65370,330660
64491,325065
63468,329424
63520,322480
61917,324513
61046,324540
60210,330723
60562,333224
59224,335839
58380,331780
57716,338986
84588,269937
78934,284126
76429,282978
75310,287570
73778,290157
72973,295062
71677,297388
70877,300450
69912,298785
69826,306553
68394,309267
68009,311325
66923,314229
68454,311991
65857,318158
65119,317983
64325,317286
63695,322530
63202,326408
62766,331131
62109,330325
85533,275063
80414,275120
78623,278083
77091,278503
76305,281435
75035,285834
74383,286439
73640,293422
72811,295161
72298,290951
71881,296760
71222,298980
70600,300631
70222,298425
69870,297649
69244,301506
68765,304997
68934,305540
68015,305138
67516,308057
67087,311429
86904,269371
82415,269896
80468,269671
79195,274101
78313,275822
77460,278728
76835,279482
76362,285268
75675,284995
75495,287553
74665,286729
74221,284351
73917,286353
73556,288285
73119,291041
72923,290394
72457,294872
72107,295483
71855,294784
71583,299225
71265,300712
70976,299132
82656,270377
81327,272459
80367,270540
79942,273573
79416,272585
78616,275520
78267,276437
77745,275314
77341,274792
76970,278700
76679,278481
76426,280573
76207,281806
